rawName,canonicalName,source,confidenceScore,method,timestamp
Instaplay,Instaplay,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:00.063762+00:00
Verdant,Verdant,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:00.069818+00:00
IMPACT Drones,IMPACT Drones,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:00.074584+00:00
Insurf,Insurf,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:00.077868+00:00
Jcode,Jcode,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:00.081234+00:00
LemonLime,LemonLime,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:00.087407+00:00
Gutgutgoose,Gutgutgoose,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:00.091457+00:00
Speko,Speko,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:00.095981+00:00
Synapse Semiconductor,Synapse Semiconductor,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:00.107590+00:00
Orchestra,Orchestra,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:01.268746+00:00
Rote,Rote,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:01.271842+00:00
Prized,Prized,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:01.275844+00:00
Studio,Studio,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:01.280012+00:00
Bernard,Bernard,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:01.285739+00:00
Maingen,Maingen,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:01.289482+00:00
Enact,Enact,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:01.292995+00:00
Rex,Rex,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:01.295819+00:00
Zomma,Zomma,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:01.301537+00:00
Nebula Security,Nebula Security,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:01.307083+00:00
Kara,Kara,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:01.310214+00:00
Palisade,Palisade,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:01.315921+00:00
Trope,Trope,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:01.319829+00:00
Parasma,Parasma,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:01.323608+00:00
Belvedir,Belvedir,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:01.327669+00:00
Shielded,Shielded,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:01.332998+00:00
Olam Labs,Olam,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:01.338037+00:00
Egoist Machines,Egoist Machines,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:01.343366+00:00
Mass Magnetics,Mass Magnetics,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:01.351022+00:00
Perceptron ML,Perceptron ML,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:01.356154+00:00
Erinys,Erinys,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:01.360021+00:00
HERA,HERA,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:01.363481+00:00
Donkey,Donkey,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:01.368608+00:00
Moonshot,Moonshot,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:01.372254+00:00
Hoplite,Hoplite,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:01.376043+00:00
CleverDeck,CleverDeck,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:01.381899+00:00
Pango,Pango,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:01.386864+00:00
tash,Tash,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:01.390048+00:00
Torus,Torus,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:01.393185+00:00
Kebra,Kebra,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:01.397502+00:00
GitCafe,GitCafe,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:01.404367+00:00
RightNow,RightNow,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:01.408892+00:00
Edgerun,Edgerun,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:01.414955+00:00
Akkari,Akkari,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:01.421611+00:00
HeyClicky,HeyClicky,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:01.426981+00:00
Rindler,Rindler,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:01.432732+00:00
Proprio Robotics,Proprio Robotics,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:01.441666+00:00
Huscarl,Huscarl,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:01.447662+00:00
Thomas,Thomas,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:01.455142+00:00
Cohesion,Cohesion,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:01.461154+00:00
Maquoketa Research,Maquoketa Research,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:01.502227+00:00
Intelligence Factory,Intelligence Factory,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:01.513769+00:00
Amorphic Labs,Amorphic,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:01.539629+00:00
rekursiv.ai,Rekursiv.Ai,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:01.568916+00:00
Clawvisor,Clawvisor,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:01.578639+00:00
Framewise Health,Framewise Health,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:01.593684+00:00
Arctic Health,Arctic Health,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:01.605835+00:00
Enjamb Labs,Enjamb,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:01.616005+00:00
Hyper,Hyper,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:01.622575+00:00
InsForge,InsForge,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:01.632609+00:00
ReasonBlocks,ReasonBlocks,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:01.639152+00:00
Modern,Modern,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:01.643035+00:00
Panacea,Panacea,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:01.650432+00:00
CentralComs,CentralComs,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:01.659300+00:00
KugelAudio,KugelAudio,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:01.668548+00:00
Klaimee,Klaimee,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:01.677040+00:00
flowscope,Flowscope,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:01.685835+00:00
Trident,Trident,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:01.697834+00:00
Gigacatalyst,Gigacatalyst,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:01.709183+00:00
Arlo Industries,Arlo Industries,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:01.718728+00:00
Astraea,Astraea,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:01.723071+00:00
Lattice Health,Lattice Health,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:01.728319+00:00
Atlas Discovery,Atlas Discovery,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:01.736665+00:00
Manicule,Manicule,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:01.740954+00:00
Avea Robotics,Avea Robotics,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:01.747550+00:00
Mochatrade,Mochatrade,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:01.754799+00:00
Asendia AI,Asendia AI,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:01.759345+00:00
Revnu,Revnu,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:01.763570+00:00
Uno Wallet,Uno Wallet,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:01.769652+00:00
Arden,Arden,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:01.773052+00:00
AgentPhone,AgentPhone,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:01.777360+00:00
Gravy,Gravy,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:01.783533+00:00
Kinect,Kinect,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:01.790844+00:00
Runtime,Runtime,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:01.804793+00:00
YouArt,YouArt,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:01.808378+00:00
Expanse,Expanse,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:01.812195+00:00
CharacterQuilt,CharacterQuilt,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:01.818485+00:00
Pentagon,Pentagon,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:01.822574+00:00
Arzana,Arzana,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:01.826106+00:00
Auxos,Auxos,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:01.829740+00:00
ProjectX,ProjectX,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:01.835118+00:00
Tolmo,Tolmo,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:01.838262+00:00
OpenWork,OpenWork,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:01.841961+00:00
"Apollo Atomics, Inc.","Apollo Atomics,",Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:01.849728+00:00
General Aviation,General Aviation,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:01.855357+00:00
OpenProse,OpenProse,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:01.859305+00:00
Aster,Aster,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:01.863949+00:00
Amboras,Amboras,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:01.868065+00:00
Hessian,Hessian,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:01.871995+00:00
Mentlio,Mentlio,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:01.876064+00:00
RASPIRE,RASPIRE,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:01.881535+00:00
Plena Health,Plena Health,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:01.886473+00:00
TesterArmy,TesterArmy,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:01.890508+00:00
Eden Robotics,Eden Robotics,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:01.895504+00:00
Foaster,Foaster,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:01.901259+00:00
AquaShield,AquaShield,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:01.905664+00:00
Ornadyne,Ornadyne,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:01.909830+00:00
ANORIA,ANORIA,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:01.914959+00:00
AbInitio Bio,AbInitio Bio,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:01.919379+00:00
Memory Store,Memory Store,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:01.924915+00:00
Saudara AI,Saudara AI,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:04.617122+00:00
Pops,Pops,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:04.620028+00:00
Silmaril,Silmaril,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:04.624005+00:00
BioStack Platforms,BioStack Platforms,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:04.630753+00:00
Ardent,Ardent,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:04.634404+00:00
Kuli,Kuli,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:04.637831+00:00
Wato,Wato,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:04.640990+00:00
Tasklet,Tasklet,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:04.646179+00:00
Chronicle Labs,Chronicle,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:04.651706+00:00
Walter,Walter,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:04.655266+00:00
Aseon Labs,Aseon,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:04.659540+00:00
Soria,Soria,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:04.665162+00:00
Armature,Armature,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:04.669067+00:00
Collar,Collar,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:04.672414+00:00
PLAN0 AI,PLAN0 AI,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:04.676285+00:00
Zibra Labs,Zibra,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:04.682367+00:00
Reason Machines,Reason Machines,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:04.687941+00:00
ValCtrl,ValCtrl,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:04.691614+00:00
General Instinct,General Instinct,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:04.698979+00:00
tday.com,Tday.Com,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:04.702928+00:00
E1O,E1O,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:04.705727+00:00
Minicor,Minicor,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:04.709286+00:00
Degla Inc,Degla,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:04.715187+00:00
Archer,Archer,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:04.718666+00:00
River Markets,River Markets,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:04.723491+00:00
smol machines,Smol Machines,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:04.729983+00:00
Allowance,Allowance,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:04.734141+00:00
Harbor,Harbor,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:04.737631+00:00
Complir,Complir,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:04.741076+00:00
AICE,AICE,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:04.745670+00:00
Infera,Infera,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:04.749760+00:00
Mount,Mount,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:04.752954+00:00
Parrot,Parrot,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:04.756461+00:00
Result,Result,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:04.760103+00:00
Sidekick,Sidekick,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:04.765597+00:00
Prototyping.io,Prototyping.Io,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:04.770467+00:00
Lumius,Lumius,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:04.773866+00:00
Adialante,Adialante,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:04.779849+00:00
Savant,Savant,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:04.783559+00:00
Keyframe Labs,Keyframe,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:04.788414+00:00
Voquill,Voquill,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:04.792115+00:00
Oddpool,Oddpool,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:04.797315+00:00
Ontora,Ontora,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:04.800879+00:00
Napkin Math,Napkin Math,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:04.805218+00:00
Gojiberry AI,Gojiberry AI,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:04.810857+00:00
WonderTx,WonderTx,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:04.815372+00:00
Lab0,Lab0,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:04.818348+00:00
BentoLabs AI,BentoLabs AI,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:04.822895+00:00
Lamina Labs,Lamina,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:04.828235+00:00
Kimpton,Kimpton,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:04.832663+00:00
StableBrowse,StableBrowse,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:04.837350+00:00
Taiga,Taiga,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:04.840695+00:00
Pairio,Pairio,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:04.845798+00:00
Callab AI,Callab AI,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:04.850161+00:00
Synphony,Synphony,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:04.853943+00:00
Dreach,Dreach,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:04.857689+00:00
Arga Labs,Arga,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:04.863511+00:00
Andco,Andco,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:04.867138+00:00
RentAHuman,RentAHuman,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:04.871665+00:00
InstaAgent,InstaAgent,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:04.875662+00:00
Salesgraph,Salesgraph,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:04.881730+00:00
Sherpa,Sherpa,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:04.885303+00:00
Userlens,Userlens,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:04.889300+00:00
transload,Transload,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:04.894262+00:00
Standout,Standout,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:04.899581+00:00
shotwell.ai,Shotwell.Ai,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:04.904165+00:00
Madrone,Madrone,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:04.908126+00:00
Pavoot,Pavoot,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:04.913274+00:00
qomplement,Qomplement,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:04.917772+00:00
Deep Interactions,Deep Interactions,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:04.923074+00:00
KelAI,KelAI,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:04.927081+00:00
"HEVN, inc",HEVN,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:04.932507+00:00
Wealor,Wealor,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:04.936212+00:00
Elyra,Elyra,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:04.939568+00:00
Interfaze,Interfaze,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:04.944191+00:00
Zolvo,Zolvo,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:04.948479+00:00
Juno,Juno,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:04.951472+00:00
Kinro,Kinro,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:04.954716+00:00
GovGuard,GovGuard,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:04.958420+00:00
Superlog,Superlog,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:04.963930+00:00
GodHands,GodHands,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:04.967928+00:00
Limrun,Limrun,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:04.971376+00:00
Light Anchor,Light Anchor,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:04.975888+00:00
Hub,Hub,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:04.979959+00:00
Tenet Industries,Tenet Industries,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:04.985018+00:00
Atrisa,Atrisa,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:04.988702+00:00
Trellis,Trellis,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:04.992578+00:00
The Company Company,The,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:04.999895+00:00
Dayjob,Dayjob,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:05.003284+00:00
InLoop Robotics,InLoop Robotics,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:05.007893+00:00
Zenbu,Zenbu,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:05.013035+00:00
Andustry,Andustry,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:05.017257+00:00
Nine Fives,Nine Fives,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:05.021373+00:00
Chert,Chert,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:05.025131+00:00
Saffron,Saffron,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:05.031055+00:00
Discovered Materials,Discovered Materials,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:05.037089+00:00
LightSprint,LightSprint,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:05.041566+00:00
Twolabs,Twolabs,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:05.047145+00:00
Marker,Marker,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:05.050688+00:00
Scope,Scope,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:05.053802+00:00
Hexa,Hexa,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:06.081216+00:00
Palette,Palette,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:06.085392+00:00
Rudus,Rudus,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:06.090265+00:00
Replicas,Replicas,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:06.098701+00:00
Totalis,Totalis,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:06.103920+00:00
Multiplier,Multiplier,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:06.108452+00:00
Most Robotic,Most Robotic,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:06.115388+00:00
Illume Labs,Illume,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:06.119938+00:00
Memoir,Memoir,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:06.123674+00:00
"PerfectBit, Inc.","PerfectBit,",Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:06.130804+00:00
Stage,Stage,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:06.134460+00:00
Standard Signal,Standard Signal,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:06.139649+00:00
primitive,Primitive,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:06.146045+00:00
Korso,Korso,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:06.149738+00:00
Klarify,Klarify,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:06.154859+00:00
Surtr Defense Systems,Surtr Defense,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:06.163027+00:00
Hedge,Hedge,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:06.166302+00:00
Cardinal,Cardinal,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:06.170324+00:00
Wideframe,Wideframe,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:06.174362+00:00
Martini,Martini,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:06.180533+00:00
Litmus,Litmus,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:06.183988+00:00
Condor Energy,Condor Energy,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:06.188527+00:00
Remix,Remix,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:06.192641+00:00
OpenVector,OpenVector,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:06.198460+00:00
Shofo,Shofo,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:06.201472+00:00
Wayco,Wayco,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:06.204808+00:00
"Applied Electrodynamics, Inc.","Applied Electrodynamics,",Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:06.214064+00:00
Unifold,Unifold,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:06.217838+00:00
Carrot Labs,Carrot,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:06.222113+00:00
Dispatch,Dispatch,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:06.228434+00:00
Bloom,Bloom,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:06.232178+00:00
Aurorin CAD,Aurorin CAD,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:06.236887+00:00
Fixture,Fixture,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:06.240446+00:00
DAIVIN!,DAIVIN!,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:06.245841+00:00
Brumby (Formerly GrazeMate),Brumby (Formerly GrazeMate),Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:06.251836+00:00
Origami Robotics,Origami Robotics,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:06.257909+00:00
Ossus,Ossus,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:06.262544+00:00
Rubric AI,Rubric AI,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:06.266730+00:00
Regbase,Regbase,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:06.270567+00:00
Zymbly,Zymbly,Y Combinator,0.8,DeterministicRuleCleaned,2026-09-10T13:59:06.273723+00:00
